"","ID","year","spr","max","fall","anom","rr","tg","centr_UTM33_x","centr_UTM33_y","loc_coat"
"1",1,2000,159.764986376022,0.33458484416924,293.651907356948,-1.86335870500287,23.34104180336,8.60505058368047,866989.096432137,7721723.08726888,"Aitevarri"
"2",1,2013,148.841280653951,0.349323579599974,280.454359673024,-8.38472255957826,26.6989581982295,15.1305595437686,866989.096432137,7721723.08726888,"Aitevarri"
"3",1,2022,151.910762942779,0.363815157204785,278.260217983651,-5.93713524233076,8.32520834604899,16.5716904401779,866989.096432137,7721723.08726888,"Aitevarri"
"4",1,2018,160.696866485014,0.400679518136244,285.573569482289,-4.21059092431621,10.1691665848096,13.0206666588783,866989.096432137,7721723.08726888,"Aitevarri"
"5",1,2014,160.181880108992,0.395966969724816,280.220708446866,-5.24131272245033,5.78354161977768,12.1370773911476,866989.096432137,7721723.08726888,"Aitevarri"
"6",1,2023,144.939931740614,0.361251301997351,267.144027303754,-6.24097132444041,10.5649124979973,9.75199103355408,866989.096432137,7721723.08726888,"Aitevarri"
"7",1,2019,146.494550408719,0.353359524901621,277.779972752044,-7.63606112334179,27.4916665554047,7.51155662536621,866989.096432137,7721723.08726888,"Aitevarri"
"8",1,2015,157.286784741144,0.385687418799715,290.147820163488,-7.70399022341116,19.4785416126251,7.47382143139839,866989.096432137,7721723.08726888,"Aitevarri"
"9",1,2011,150.369209809264,0.35216649960757,292.054495912807,-7.67752679052612,2.02312498539686,10.6452827850978,866989.096432137,7721723.08726888,"Aitevarri"
"10",1,2007,160.224795640327,0.39263386735109,285.25204359673,-6.67198477453087,2.18770834058523,13.4167202115059,866989.096432137,7721723.08726888,"Aitevarri"
"11",1,2003,151.025221540559,0.388904455147719,273.618950238582,-5.98430790819324,11.6054167548815,13.4645357529322,866989.096432137,7721723.08726888,"Aitevarri"
"12",1,2016,146.670980926431,0.373161154989488,286.460490463215,-6.94927195315709,42.6318749586741,14.6421696543694,866989.096432137,7721723.08726888,"Aitevarri"
"13",1,2021,159.539509536785,0.39221887960421,275.211171662125,-7.70745901386114,0,17.3604465325673,866989.096432137,7721723.08726888,"Aitevarri"
"14",1,2017,166,0.401645844482515,275.386239782016,-2.53922213280779,67.2808330059052,10.807619035244,866989.096432137,7721723.08726888,"Aitevarri"
"15",1,2004,147.971389645777,0.369085087945903,283.202997275204,-5.99894175918317,25.6491667032242,14.930520872275,866989.096432137,7721723.08726888,"Aitevarri"
"16",1,2009,144.120572207084,0.347107024421809,287.012261580381,-6.91994706039265,2.86104164024194,7.20172319809596,866989.096432137,7721723.08726888,"Aitevarri"
"17",1,2005,158.26012793177,0.265147892979332,275.428571428571,-18.7014293425073,0,16.3727530638377,866989.096432137,7721723.08726888,"Aitevarri"
"18",1,2001,158.424386920981,0.373242865456141,282.038147138965,-3.70568882649588,50.7172915935516,11.1711517771085,866989.096432137,7721723.08726888,"Aitevarri"
"19",1,2010,145.539509536785,0.351869318289149,274.406675749319,-6.66054101017582,16.536249935627,12.1304285327593,866989.096432137,7721723.08726888,"Aitevarri"
"20",1,2006,150.417859577369,0.370436723490678,278.880708929789,-7.0333787702525,15.6095833381017,13.2701517740885,866989.096432137,7721723.08726888,"Aitevarri"
"21",1,2002,144.699591280654,0.403053170257839,271.963896457766,-6.46333554254922,42.7770833969116,12.9165684382121,866989.096432137,7721723.08726888,"Aitevarri"
"22",1,2012,159.692779291553,0.370715796196331,273.854904632153,-7.1333984643093,39.6831250190735,10.6010654767354,866989.096432137,7721723.08726888,"Aitevarri"
"23",1,2024,154.986376021798,0.408566564423024,266.403950953678,-1.26073366505614,NA,NA,866989.096432137,7721723.08726888,"Aitevarri"
"24",1,2020,163.861035422343,0.367348015318531,280.739100817439,-6.08023751856431,43.8866666952769,6.85121720035871,866989.096432137,7721723.08726888,"Aitevarri"
"25",1,2008,162.910081743869,0.370753526789129,291.196866485014,-6.8653434569573,14.530208269755,10.804624915123,866989.096432137,7721723.08726888,"Aitevarri"
"26",2,2003,130.221670428894,0.378720469325445,287.946726862302,-9.3303832160102,20.4042528525166,14.9202085253836,924213.614836991,7686743.3499478,"Anarjohka"
"27",2,2002,135.692550790068,0.385788783787605,279.651015801354,-7.77013155266091,72.2658624758666,13.9748144259398,924213.614836991,7686743.3499478,"Anarjohka"
"28",2,2000,161.333182844244,0.38567784177665,293.370203160271,-5.97070783067633,5.71402299541167,9.78539078811119,924213.614836991,7686743.3499478,"Anarjohka"
"29",2,2004,132.783295711061,0.382087111594176,282.580135440181,-6.91545564686811,14.6690804711704,16.5209015374896,924213.614836991,7686743.3499478,"Anarjohka"
"30",2,2017,160.672686230248,0.436930958183301,281.144469525959,-2.6753619076102,32.1986205660064,12.9377684428774,924213.614836991,7686743.3499478,"Anarjohka"
"31",2,2013,144.432505643341,0.372330288451089,293.373363431151,-6.89612643718719,16.0431033825052,16.1146124806897,924213.614836991,7686743.3499478,"Anarjohka"
"32",2,2001,135.726862302483,0.367826041949253,281.036568848758,-8.49792160458035,59.4049430496391,12.4190394083659,924213.614836991,7686743.3499478,"Anarjohka"
"33",2,2018,144.353498871332,0.419287882244076,283.956659142212,-4.4502093774301,9.63367810742608,14.4210804358296,924213.614836991,7686743.3499478,"Anarjohka"
"34",2,2014,153.336794582393,0.44488384013924,286.415801354402,-4.17892158826192,6.85724139487606,12.9203727217926,924213.614836991,7686743.3499478,"Anarjohka"
"35",2,2023,145.667720090293,0.421052077338604,273.643340857788,-5.26714416433264,12.0361839710981,10.1536009887169,924213.614836991,7686743.3499478,"Anarjohka"
