region	plot	year	season	Llem	Moec	Mruf	Mrut	rodsp
1052	nordkynn	hog2	2014	fall	0	0	5	0	0
1053	nordkynn	hog3	2014	fall	0	0	16	0	0
1054	nordkynn	hog4	2014	fall	0	1	9	0	0
1055	nordkynn	hog5	2014	fall	0	0	10	0	0
1056	nordkynn	hog6	2014	fall	0	0	6	0	0
1057	nordkynn	hog7	2014	fall	0	0	4	0	0
1058	nordkynn	hog8	2014	fall	0	0	9	0	0
1059	nordkynn	hog9	2014	fall	0	0	10	0	0
1060	nordkynn	hol1	2014	fall	0	1	9	0	0
1061	nordkynn	hol10	2014	fall	0	0	5	0	0
1062	nordkynn	hol13	2014	fall	0	1	10	0	0
1063	nordkynn	hol14	2014	fall	0	0	3	0	0
1064	nordkynn	hol2	2014	fall	0	1	9	0	0
1065	nordkynn	hol3	2014	fall	0	2	8	0	0
1066	nordkynn	hol4	2014	fall	0	0	6	0	0
1067	nordkynn	hol5	2014	fall	2	1	0	0	0
1068	nordkynn	hol6	2014	fall	0	1	6	0	0
1069	nordkynn	hol7	2014	fall	0	0	3	0	0
1070	nordkynn	hol8	2014	fall	1	0	6	0	0
1071	nordkynn	hol9	2014	fall	0	1	4	0	0
1072	ifjordfjellet	ifg1	2014	fall	0	1	9	0	0
1073	ifjordfjellet	ifg10	2014	fall	0	0	3	1	0
1074	ifjordfjellet	ifg2	2014	fall	0	5	4	0	0
1075	ifjordfjellet	ifg3	2014	fall	0	1	7	0	0
1076	ifjordfjellet	ifg6b	2014	fall	0	2	3	1	0
1077	ifjordfjellet	ifg8	2014	fall	0	7	3	0	0
1078	ifjordfjellet	ifl1	2014	fall	0	10	0	0	0
1079	ifjordfjellet	ifl2b	2014	fall	0	16	0	0	0
1080	ifjordfjellet	ifl7	2014	fall	0	8	0	0	0
1081	ifjordfjellet	ifl8	2014	fall	0	3	2	0	0
1082	komagdalen	k1	2014	fall	0	1	0	0	0
1083	komagdalen	k10	2014	fall	0	0	10	0	0
1084	komagdalen	k11	2014	fall	0	1	5	0	0
1085	komagdalen	k12	2014	fall	0	0	9	0	0
1086	komagdalen	k13	2014	fall	0	0	5	0	0
1087	komagdalen	k14	2014	fall	0	3	3	0	0
1088	komagdalen	k2	2014	fall	0	0	2	0	0
1089	komagdalen	k3	2014	fall	0	2	3	0	0
1090	komagdalen	k4	2014	fall	0	1	2	0	0
1091	komagdalen	k5	2014	fall	0	0	8	0	0
1092	komagdalen	k6	2014	fall	0	2	0	0	0
1093	komagdalen	k7	2014	fall	0	1	0	0	0
1094	komagdalen	k8	2014	fall	0	3	4	0	0
1095	komagdalen	k9	2014	fall	0	1	11	0	0
1096	stjernevann	stg1	2014	fall	0	1	8	0	0
1097	stjernevann	stg10	2014	fall	0	0	10	0	0
1098	stjernevann	stg2	2014	fall	0	2	12	0	0
1099	stjernevann	stg3	2014	fall	0	2	5	0	0
1100	stjernevann	stg4	2014	fall	0	0	12	0	0
1101	stjernevann	stg5	2014	fall	0	2	6	0	0
1102	stjernevann	stg6	2014	fall	0	0	10	0	0
1103	stjernevann	stg7	2014	fall	0	0	12	0	0
1104	stjernevann	stg8	2014	fall	0	6	6	0	0
1105	stjernevann	stg9	2014	fall	0	4	8	0	0
1106	stjernevann	stl1	2014	fall	0	0	10	0	0
1107	stjernevann	stl10	2014	fall	0	0	6	0	0
1108	stjernevann	stl11	2014	fall	0	4	0	0	0
1109	stjernevann	stl12	2014	fall	0	8	0	0	0
1110	stjernevann	stl13	2014	fall	0	2	0	0	0
1111	stjernevann	stl14	2014	fall	0	9	0	0	0
1112	stjernevann	stl2	2014	fall	0	1	0	0	0
1113	stjernevann	stl3	2014	fall	0	0	1	0	0
1114	stjernevann	stl4	2014	fall	0	0	3	0	0
1115	stjernevann	stl5	2014	fall	0	3	2	0	0
1116	stjernevann	stl6	2014	fall	0	0	2	0	0
1117	stjernevann	stl7	2014	fall	0	6	0	0	0
1118	stjernevann	stl8	2014	fall	0	3	0	0	0
1119	stjernevann	stl9	2014	fall	0	3	5	0	0
1120	vestre_jakobselv	vj1	2014	fall	0	3	0	0	0
1121	vestre_jakobselv	vj10	2014	fall	0	6	4	0	0
1122	vestre_jakobselv	vj11	2014	fall	0	0	4	0	0
1123	vestre_jakobselv	vj2	2014	fall	0	2	0	0	0
1124	vestre_jakobselv	vj3	2014	fall	0	4	4	1	0
1125	vestre_jakobselv	vj4	2014	fall	0	2	5	0	0
1126	vestre_jakobselv	vj5	2014	fall	0	3	0	0	0
1127	vestre_jakobselv	vj6	2014	fall	0	2	4	1	0
1128	vestre_jakobselv	vj7	2014	fall	0	11	1	0	0
1129	vestre_jakobselv	vj8	2014	fall	2	3	0	0	0
1130	vestre_jakobselv	vj9	2014	fall	0	1	0	0	0
1131	bekkarfjord	bfg1	2015	fall	0	3	5	0	0
1132	bekkarfjord	bfg2	2015	fall	1	0	11	0	0
1133	bekkarfjord	bfg3	2015	fall	0	7	5	0	0
1134	bekkarfjord	bfg4	2015	fall	0	0	7	0	0
1135	bekkarfjord	bfg5	2015	fall	0	6	2	0	0
1136	bekkarfjord	bfg6	2015	fall	0	2	17	0	0
1137	bekkarfjord	bfg7	2015	fall	0	0	13	0	0
1138	bekkarfjord	bfg8	2015	fall	0	0	14	0	0
1139	bekkarfjord	bfl10	2015	fall	0	0	16	0	0
1140	bekkarfjord	bfl3	2015	fall	0	2	9	0	0
1141	bekkarfjord	bfl4	2015	fall	1	0	14	0	1
1142	bekkarfjord	bfl5	2015	fall	0	2	12	0	0
1143	bekkarfjord	bfl6	2015	fall	0	0	13	0	0
1144	bekkarfjord	bfl7	2015	fall	0	0	8	0	0
1145	bekkarfjord	bfl8	2015	fall	1	0	15	0	0
1146	bekkarfjord	bfl9	2015	fall	0	0	24	0	0
1147	nordkynn	hog1	2015	fall	0	0	19	0	0
1148	nordkynn	hog10	2015	fall	0	0	10	0	0
1149	nordkynn	hog2	2015	fall	0	0	15	0	0
1150	nordkynn	hog3	2015	fall	0	0	18	0	0
1151	nordkynn	hog4	2015	fall	0	5	7	0	0
1152	nordkynn	hog5	2015	fall	0	0	15	0	3
1153	nordkynn	hog6	2015	fall	0	0	9	0	0
1154	nordkynn	hog7	2015	fall	0	0	16	0	0
1155	nordkynn	hog8	2015	fall	0	0	15	0	0
1156	nordkynn	hog9	2015	fall	0	0	14	0	0
1157	nordkynn	hol1	2015	fall	3	1	11	0	0
1158	nordkynn	hol10	2015	fall	3	2	10	0	0
1159	nordkynn	hol13	2015	fall	0	8	8	0	0
1160	nordkynn	hol14	2015	fall	1	9	9	0	0
1161	nordkynn	hol2	2015	fall	1	5	13	0	0
1162	nordkynn	hol3	2015	fall	0	4	0	0	8
1163	nordkynn	hol4	2015	fall	1	0	0	0	10
1164	nordkynn	hol5	2015	fall	0	3	9	0	0
1165	nordkynn	hol6	2015	fall	1	1	7	0	0
1166	nordkynn	hol7	2015	fall	2	0	16	0	0
1167	nordkynn	hol8	2015	fall	0	3	12	0	0
1168	nordkynn	hol9	2015	fall	5	0	10	0	0
1169	ifjordfjellet	ifg1	2015	fall	0	0	13	0	0
1170	ifjordfjellet	ifg10	2015	fall	0	0	12	0	0
1171	ifjordfjellet	ifg2	2015	fall	0	4	14	0	0
1172	ifjordfjellet	ifg3	2015	fall	0	7	10	0	0
1173	ifjordfjellet	ifg6b	2015	fall	0	1	18	0	0
1174	ifjordfjellet	ifg8	2015	fall	0	9	5	0	0
1175	ifjordfjellet	ifl1	2015	fall	0	1	3	0	0
1176	ifjordfjellet	ifl2b	2015	fall	0	12	0	0	0
1177	ifjordfjellet	ifl7	2015	fall	0	8	6	0	0
1178	ifjordfjellet	ifl8	2015	fall	0	12	2	0	0
1179	komagdalen	k1	2015	fall	0	0	0	0	0
1180	komagdalen	k10	2015	fall	0	1	9	0	0
1181	komagdalen	k11	2015	fall	0	3	7	0	0
1182	komagdalen	k12	2015	fall	0	4	8	0	0
1183	komagdalen	k13	2015	fall	0	0	7	0	0
1184	komagdalen	k14	2015	fall	0	6	8	0	0
1185	komagdalen	k2	2015	fall	0	0	1	0	0
1186	komagdalen	k3	2015	fall	0	5	0	0	0
1187	komagdalen	k4	2015	fall	0	7	0	0	0
1188	komagdalen	k5	2015	fall	0	0	0	0	0
1189	komagdalen	k6	2015	fall	0	6	1	0	0
1190	komagdalen	k7	2015	fall	0	0	4	0	0
1191	komagdalen	k8	2015	fall	0	4	1	0	0
1192	komagdalen	k9	2015	fall	0	0	15	0	0
1193	stjernevann	stg1	2015	fall	0	0	11	0	0
1194	stjernevann	stg10	2015	fall	0	0	13	0	0
1195	stjernevann	stg2	2015	fall	0	0	8	0	0
1196	stjernevann	stg3	2015	fall	0	0	3	0	0
1197	stjernevann	stg4	2015	fall	0	2	8	0	0
1198	stjernevann	stg5	2015	fall	0	3	5	0	0
1199	stjernevann	stg6	2015	fall	0	0	9	0	0
1200	stjernevann	stg7	2015	fall	0	0	10	0	1
1201	stjernevann	stg8	2015	fall	0	1	4	0	0
1202	stjernevann	stg9	2015	fall	0	3	9	0	0
1203	stjernevann	stl1	2015	fall	0	0	1	0	0
1204	stjernevann	stl10	2015	fall	0	3	3	0	0
1205	stjernevann	stl11	2015	fall	0	7	0	1	0
1206	stjernevann	stl12	2015	fall	0	13	0	0	0
1207	stjernevann	stl13	2015	fall	0	4	0	0	0
1208	stjernevann	stl14	2015	fall	0	5	0	0	0
1209	stjernevann	stl2	2015	fall	0	0	1	0	0
1210	stjernevann	stl3	2015	fall	0	0	12	0	0
1211	stjernevann	stl4	2015	fall	0	0	2	0	0
1212	stjernevann	stl5	2015	fall	0	0	8	0	0
1213	stjernevann	stl6	2015	fall	0	0	5	0	0
1214	stjernevann	stl7	2015	fall	0	10	0	0	0
1215	stjernevann	stl8	2015	fall	0	3	2	0	0
1216	stjernevann	stl9	2015	fall	0	3	4	0	0
1217	vestre_jakobselv	vj1	2015	fall	0	2	1	0	0
1218	vestre_jakobselv	vj10	2015	fall	0	8	1	0	0
1219	vestre_jakobselv	vj11	2015	fall	0	3	0	0	0
1220	vestre_jakobselv	vj2	2015	fall	0	3	1	0	0
1221	vestre_jakobselv	vj3	2015	fall	0	2	2	0	0
1222	vestre_jakobselv	vj4	2015	fall	0	2	2	0	0
1223	vestre_jakobselv	vj5	2015	fall	0	12	5	0	0
1224	vestre_jakobselv	vj6	2015	fall	0	5	3	1	0
1225	vestre_jakobselv	vj7	2015	fall	1	4	0	0	0
1226	vestre_jakobselv	vj8	2015	fall	0	8	0	0	0
1227	vestre_jakobselv	vj9	2015	fall	0	5	0	0	0
1228	bekkarfjord	bfg1	2016	fall	0	0	2	0	0
1229	bekkarfjord	bfg2	2016	fall	0	0	5	0	0
1230	bekkarfjord	bfg3	2016	fall	0	1	3	0	0
1231	bekkarfjord	bfg4	2016	fall	0	0	2	0	0
1232	bekkarfjord	bfg5	2016	fall	0	0	3	0	0
1233	bekkarfjord	bfg6	2016	fall	0	0	6	0	0
1234	bekkarfjord	bfg7	2016	fall	0	0	5	0	0
1235	bekkarfjord	bfg8	2016	fall	0	0	12	0	0
1236	bekkarfjord	bfl10	2016	fall	0	0	11	0	0
1237	bekkarfjord	bfl3	2016	fall	0	0	7	0	0
1238	bekkarfjord	bfl4	2016	fall	0	0	8	0	0
1239	bekkarfjord	bfl5	2016	fall	0	0	7	0	0
1240	bekkarfjord	bfl6	2016	fall	0	0	5	0	0
1241	bekkarfjord	bfl7	2016	fall	0	0	7	0	0
1242	bekkarfjord	bfl8	2016	fall	0	0	5	0	0
1243	bekkarfjord	bfl9	2016	fall	0	0	8	0	0
1244	nordkynn	hog1	2016	fall	0	0	7	0	0
1245	nordkynn	hog10	2016	fall	0	0	7	0	0
1246	nordkynn	hog2	2016	fall	0	0	5	0	0
1247	nordkynn	hog3	2016	fall	0	0	14	0	0
1248	nordkynn	hog4	2016	fall	1	0	8	0	0
1249	nordkynn	hog5	2016	fall	0	1	14	0	0
1250	nordkynn	hog6	2016	fall	0	0	2	0	0
1251	nordkynn	hog7	2016	fall	0	0	2	0	0
1252	nordkynn	hog8	2016	fall	0	0	3	0	0
1253	nordkynn	hog9	2016	fall	0	0	9	0	0
1254	nordkynn	hol1	2016	fall	0	0	9	0	0
1255	nordkynn	hol10	2016	fall	0	0	8	0	0
1256	nordkynn	hol13	2016	fall	0	0	3	0	0
1257	nordkynn	hol14	2016	fall	0	0	2	0	1
1258	nordkynn	hol2	2016	fall	0	0	9	0	0
1259	nordkynn	hol3	2016	fall	0	0	9	0	0
1260	nordkynn	hol4	2016	fall	0	0	6	0	0
1261	nordkynn	hol5	2016	fall	0	0	10	0	0
1262	nordkynn	hol6	2016	fall	0	0	7	0	0
1263	nordkynn	hol7	2016	fall	0	0	8	0	0
1264	nordkynn	hol8	2016	fall	0	0	11	0	0
1265	nordkynn	hol9	2016	fall	0	0	7	0	0
1266	ifjordfjellet	ifg1	2016	fall	0	0	5	0	0
1267	ifjordfjellet	ifg10	2016	fall	0	0	5	0	0
1268	ifjordfjellet	ifg2	2016	fall	0	0	14	0	0
1269	ifjordfjellet	ifg3	2016	fall	0	0	6	0	0
1270	ifjordfjellet	ifg6b	2016	fall	0	0	4	0	0
1271	ifjordfjellet	ifg8	2016	fall	0	1	0	0	0
1272	ifjordfjellet	ifl1	2016	fall	0	1	0	0	0
1273	ifjordfjellet	ifl2b	2016	fall	0	2	0	0	0
1274	ifjordfjellet	ifl7	2016	fall	0	2	5	0	0
1275	ifjordfjellet	ifl8	2016	fall	0	3	1	0	0
1276	komagdalen	k1	2016	fall	0	0	0	0	0
1277	komagdalen	k10	2016	fall	0	0	1	0	0
1278	komagdalen	k11	2016	fall	0	0	0	0	0
1279	komagdalen	k12	2016	fall	0	0	2	0	0
1280	komagdalen	k13	2016	fall	0	0	1	0	0
1281	komagdalen	k14	2016	fall	0	0	2	0	0
1282	komagdalen	k2	2016	fall	0	2	1	0	0
1283	komagdalen	k3	2016	fall	0	0	4	0	0
1284	komagdalen	k4	2016	fall	0	0	1	0	0
1285	komagdalen	k5	2016	fall	0	0	1	0	0
1286	komagdalen	k6	2016	fall	0	2	0	0	0
1287	komagdalen	k7	2016	fall	0	0	1	0	0
1288	komagdalen	k8	2016	fall	0	1	0	0	0
1289	komagdalen	k9	2016	fall	0	0	2	0	0
1290	stjernevann	stg1	2016	fall	0	0	3	0	0
1291	stjernevann	stg10	2016	fall	0	0	8	0	0
1292	stjernevann	stg2	2016	fall	0	0	5	0	0
1293	stjernevann	stg3	2016	fall	0	0	3	0	0
1294	stjernevann	stg4	2016	fall	0	0	8	0	0
1295	stjernevann	stg5	2016	fall	0	0	5	0	0
1296	stjernevann	stg6	2016	fall	0	0	5	0	0
1297	stjernevann	stg7	2016	fall	0	0	2	0	0
1298	stjernevann	stg8	2016	fall	0	0	6	0	0
1299	stjernevann	stg9	2016	fall	0	3	2	0	0
1300	stjernevann	stl1	2016	fall	0	0	2	0	0
1301	stjernevann	stl10	2016	fall	0	5	2	0	0
1302	stjernevann	stl11	2016	fall	0	1	0	0	0
1303	stjernevann	stl12	2016	fall	0	0	0	0	0
1304	stjernevann	stl13	2016	fall	0	11	0	0	0
1305	stjernevann	stl14	2016	fall	0	4	0	0	0
1306	stjernevann	stl2	2016	fall	0	0	1	0	0
1307	stjernevann	stl3	2016	fall	0	0	1	0	0
1308	stjernevann	stl4	2016	fall	0	0	2	0	0
1309	stjernevann	stl5	2016	fall	0	0	1	0	0
1310	stjernevann	stl6	2016	fall	0	0	1	0	0
1311	stjernevann	stl7	2016	fall	0	6	0	0	0
1312	stjernevann	stl8	2016	fall	0	4	4	0	0
1313	stjernevann	stl9	2016	fall	0	3	2	0	0
1314	vestre_jakobselv	vj1	2016	fall	0	1	0	0	0
1315	vestre_jakobselv	vj10	2016	fall	0	3	2	0	0
1316	vestre_jakobselv	vj11	2016	fall	0	0	0	0	0
1317	vestre_jakobselv	vj2	2016	fall	0	1	0	0	0
1318	vestre_jakobselv	vj3	2016	fall	0	0	1	0	0
1319	vestre_jakobselv	vj4	2016	fall	0	0	0	0	0
1320	vestre_jakobselv	vj5	2016	fall	0	0	8	0	0
1321	vestre_jakobselv	vj6	2016	fall	0	0	5	0	0
1322	vestre_jakobselv	vj7	2016	fall	0	1	0	0	0
1323	vestre_jakobselv	vj8	2016	fall	0	0	0	0	0
1324	vestre_jakobselv	vj9	2016	fall	0	2	1	0	0
1325	bekkarfjord	bfg1	2017	fall	0	0	0	0	0
1326	bekkarfjord	bfg2	2017	fall	0	0	0	0	0
1327	bekkarfjord	bfg3	2017	fall	0	0	0	0	0
1328	bekkarfjord	bfg4	2017	fall	0	0	0	0	0
1329	bekkarfjord	bfg5	2017	fall	0	0	1	0	0
1330	bekkarfjord	bfg6	2017	fall	0	0	0	0	0
1331	bekkarfjord	bfg7	2017	fall	0	0	0	0	0
1332	bekkarfjord	bfg8	2017	fall	0	0	1	0	0
1333	bekkarfjord	bfl10	2017	fall	0	0	2	0	0
1334	bekkarfjord	bfl3	2017	fall	0	0	1	0	0
1335	bekkarfjord	bfl4	2017	fall	0	0	0	0	0
1336	bekkarfjord	bfl5	2017	fall	0	0	1	0	0
1337	bekkarfjord	bfl6	2017	fall	0	0	0	0	0
1338	bekkarfjord	bfl7	2017	fall	0	0	0	0	0
1339	bekkarfjord	bfl8	2017	fall	0	0	1	0	0
1340	bekkarfjord	bfl9	2017	fall	0	0	0	0	0
1341	nordkynn	hog1	2017	fall	0	0	5	0	0
1342	nordkynn	hog10	2017	fall	0	0	1	0	0
1343	nordkynn	hog2	2017	fall	0	0	5	0	0
1344	nordkynn	hog3	2017	fall	0	0	5	0	0
1345	nordkynn	hog4	2017	fall	0	0	4	0	0
1346	nordkynn	hog5	2017	fall	0	0	4	0	0
1347	nordkynn	hog6	2017	fall	0	0	3	0	0
1348	nordkynn	hog7	2017	fall	0	0	0	0	0
1349	nordkynn	hog8	2017	fall	0	0	6	0	0
1350	nordkynn	hog9	2017	fall	0	0	1	0	0
1351	nordkynn	hol1	2017	fall	0	0	2	0	0
1352	nordkynn	hol10	2017	fall	0	0	0	0	0
1353	nordkynn	hol13	2017	fall	0	0	2	0	0
1354	nordkynn	hol14	2017	fall	0	0	1	0	0
1355	nordkynn	hol2	2017	fall	0	0	1	0	0
1356	nordkynn	hol3	2017	fall	0	0	2	0	0
1357	nordkynn	hol4	2017	fall	0	0	3	0	0
1358	nordkynn	hol5	2017	fall	0	0	1	0	0
1359	nordkynn	hol6	2017	fall	0	0	2	0	0
1360	nordkynn	hol7	2017	fall	0	0	2	0	0
1361	nordkynn	hol8	2017	fall	0	0	3	0	0
1362	nordkynn	hol9	2017	fall	0	0	1	0	0
1363	ifjordfjellet	ifg1	2017	fall	0	0	0	0	0
1364	ifjordfjellet	ifg10	2017	fall	0	1	2	0	0
1365	ifjordfjellet	ifg2	2017	fall	0	0	2	0	0
1366	ifjordfjellet	ifg3	2017	fall	0	0	0	0	0
1367	ifjordfjellet	ifg6b	2017	fall	0	1	1	0	0
1368	ifjordfjellet	ifg8	2017	fall	0	1	0	0	0
1369	ifjordfjellet	ifl1	2017	fall	0	2	0	0	0
1370	ifjordfjellet	ifl2b	2017	fall	0	4	0	0	0
1371	ifjordfjellet	ifl7	2017	fall	0	1	1	0	0
1372	ifjordfjellet	ifl8	2017	fall	0	2	0	0	0
1373	komagdalen	k1	2017	fall	0	1	0	0	0
1374	komagdalen	k10	2017	fall	0	0	0	0	0
1375	komagdalen	k11	2017	fall	0	1	0	0	0
1376	komagdalen	k12	2017	fall	0	0	1	0	0
1377	komagdalen	k13	2017	fall	0	0	1	0	0
1378	komagdalen	k14	2017	fall	0	2	0	0	0
1379	komagdalen	k2	2017	fall	0	0	0	0	0
1380	komagdalen	k3	2017	fall	0	1	0	0	0
1381	komagdalen	k4	2017	fall	0	1	0	0	0
1382	komagdalen	k5	2017	fall	0	0	0	0	0
1383	komagdalen	k6	2017	fall	0	0	0	0	0
1384	komagdalen	k7	2017	fall	0	0	0	0	0
1385	komagdalen	k8	2017	fall	0	0	0	0	0
1386	komagdalen	k9	2017	fall	0	0	0	0	0
1387	ifjordfjellet	st2h	2017	fall	0	0	0	0	0
1388	ifjordfjellet	st3h	2017	fall	0	0	1	0	0
1389	ifjordfjellet	st3k	2017	fall	0	0	1	0	0
1390	stjernevann	stg1	2017	fall	0	0	0	0	0
1391	stjernevann	stg10	2017	fall	0	0	0	0	0
1392	stjernevann	stg2	2017	fall	0	0	3	0	0
1393	stjernevann	stg3	2017	fall	0	0	0	0	0
1394	stjernevann	stg4	2017	fall	0	1	1	0	0
1395	stjernevann	stg5	2017	fall	0	2	1	0	0
1396	stjernevann	stg6	2017	fall	0	0	1	0	0
1397	stjernevann	stg7	2017	fall	0	0	0	0	0
1398	stjernevann	stg8	2017	fall	0	0	1	0	0
1399	stjernevann	stg9	2017	fall	0	0	2	0	0
1400	stjernevann	stl1	2017	fall	0	0	0	0	0
1401	stjernevann	stl10	2017	fall	0	0	0	0	0
1402	stjernevann	stl11	2017	fall	0	0	0	0	0
1403	stjernevann	stl12	2017	fall	0	2	0	0	0
1404	stjernevann	stl13	2017	fall	0	2	0	0	0
1405	stjernevann	stl14	2017	fall	0	4	0	0	0
1406	stjernevann	stl2	2017	fall	0	0	0	0	0
1407	stjernevann	stl3	2017	fall	0	0	0	0	0
1408	stjernevann	stl4	2017	fall	0	0	0	0	0
1409	stjernevann	stl5	2017	fall	0	0	0	0	0
1410	stjernevann	stl6	2017	fall	0	0	0	0	0
1411	stjernevann	stl7	2017	fall	0	1	0	0	0
1412	stjernevann	stl8	2017	fall	0	0	0	0	0
1413	stjernevann	stl9	2017	fall	0	4	0	0	1
1414	vestre_jakobselv	vj1	2017	fall	0	2	0	0	0
1415	vestre_jakobselv	vj10	2017	fall	0	0	0	0	0
1416	vestre_jakobselv	vj11	2017	fall	0	0	0	0	0
1417	vestre_jakobselv	vj2	2017	fall	0	1	0	0	0
1418	vestre_jakobselv	vj3	2017	fall	0	0	0	0	0
1419	vestre_jakobselv	vj4	2017	fall	0	0	0	0	0
1420	vestre_jakobselv	vj5	2017	fall	0	0	0	0	0
1421	vestre_jakobselv	vj6	2017	fall	0	0	0	0	0
1422	vestre_jakobselv	vj7	2017	fall	0	0	0	0	0
1423	vestre_jakobselv	vj8	2017	fall	0	0	0	0	0
1424	vestre_jakobselv	vj9	2017	fall	0	0	0	0	0
1425	bekkarfjord	bfg1	2018	fall	0	0	0	0	0
1426	bekkarfjord	bfg2	2018	fall	0	0	2	0	0
1427	bekkarfjord	bfg3	2018	fall	0	0	0	0	0
1428	bekkarfjord	bfg4	2018	fall	0	0	0	0	0
1429	bekkarfjord	bfg5	2018	fall	0	1	0	0	0
1430	bekkarfjord	bfg6	2018	fall	0	0	3	0	0
1431	bekkarfjord	bfg7	2018	fall	0	0	3	0	0
1432	bekkarfjord	bfg8	2018	fall	0	0	1	0	0
1433	bekkarfjord	bfl10	2018	fall	0	0	3	0	0
1434	bekkarfjord	bfl3	2018	fall	1	0	7	0	0
1435	bekkarfjord	bfl4	2018	fall	1	0	3	0	0
1436	bekkarfjord	bfl5	2018	fall	0	1	1	0	0
1437	bekkarfjord	bfl6	2018	fall	0	0	6	0	0
1438	bekkarfjord	bfl7	2018	fall	0	0	6	0	0
1439	bekkarfjord	bfl8	2018	fall	0	0	4	0	0
1440	bekkarfjord	bfl9	2018	fall	0	0	2	0	0
1441	nordkynn	hog1	2018	fall	0	0	7	0	0
1442	nordkynn	hog10	2018	fall	0	0	2	0	0
1443	nordkynn	hog2	2018	fall	0	0	8	0	0
1444	nordkynn	hog3	2018	fall	0	0	8	0	0
1445	nordkynn	hog4	2018	fall	0	0	5	0	0
1446	nordkynn	hog5	2018	fall	0	1	7	0	0
1447	nordkynn	hog6b	2018	fall	0	0	4	0	0
1448	nordkynn	hog7b	2018	fall	0	0	15	0	0
1449	nordkynn	hog8	2018	fall	0	0	2	0	0
1450	nordkynn	hog9	2018	fall	0	0	2	0	0
1451	nordkynn	hol1	2018	fall	0	0	15	0	0
1452	nordkynn	hol10	2018	fall	0	0	8	0	0
1453	nordkynn	hol13	2018	fall	0	0	1	0	0
1454	nordkynn	hol14	2018	fall	0	0	6	0	0
1455	nordkynn	hol2	2018	fall	0	0	9	0	0
1456	nordkynn	hol3	2018	fall	0	0	8	0	0
1457	nordkynn	hol4	2018	fall	0	2	4	0	0
1458	nordkynn	hol5	2018	fall	0	2	3	0	0
1459	nordkynn	hol6	2018	fall	0	0	6	0	0
1460	nordkynn	hol7	2018	fall	0	0	5	0	0
1461	nordkynn	hol8	2018	fall	1	0	10	0	0
1462	nordkynn	hol9	2018	fall	0	0	7	0	0
1463	ifjordfjellet	ifg1	2018	fall	0	2	4	0	0
1464	ifjordfjellet	ifg10	2018	fall	0	1	3	0	0
1465	ifjordfjellet	ifg2	2018	fall	0	3	4	0	0
1466	ifjordfjellet	ifg3	2018	fall	0	8	1	0	0
1467	ifjordfjellet	ifg6b	2018	fall	0	2	0	0	0
1468	ifjordfjellet	ifg8	2018	fall	0	0	2	0	0
1469	ifjordfjellet	ifl1	2018	fall	0	7	2	0	0
1470	ifjordfjellet	ifl2b	2018	fall	0	9	0	0	0
1471	ifjordfjellet	ifl7	2018	fall	0	6	1	0	0
1472	ifjordfjellet	ifl8	2018	fall	0	6	1	0	0
1473	komagdalen	k1	2018	fall	0	12	0	0	0
1474	komagdalen	k10	2018	fall	0	5	0	0	0
1475	komagdalen	k11	2018	fall	0	13	0	0	0
1476	komagdalen	k12	2018	fall	0	5	0	0	0
1477	komagdalen	k13	2018	fall	0	2	0	0	0
1478	komagdalen	k14	2018	fall	0	9	0	0	0
1479	komagdalen	k2	2018	fall	0	5	0	0	0
1480	komagdalen	k3	2018	fall	0	6	0	0	0
1481	komagdalen	k4	2018	fall	0	8	0	0	0
1482	komagdalen	k5	2018	fall	0	6	0	0	0
1483	komagdalen	k6	2018	fall	0	1	0	0	0
1484	komagdalen	k7	2018	fall	0	7	0	0	0
1485	komagdalen	k8	2018	fall	0	13	0	0	0
1486	komagdalen	k9	2018	fall	0	0	13	0	0
1487	ifjordfjellet	st2h	2018	fall	0	0	3	0	0
1488	ifjordfjellet	st3h	2018	fall	0	0	5	0	0
1489	ifjordfjellet	st3k	2018	fall	0	13	0	0	0
1490	stjernevann	stg1	2018	fall	0	2	4	0	0
1491	stjernevann	stg10	2018	fall	1	5	7	0	0
1492	stjernevann	stg2	2018	fall	0	4	8	0	0
1493	stjernevann	stg3	2018	fall	0	0	7	0	0
1494	stjernevann	stg4	2018	fall	0	5	2	0	0
1495	stjernevann	stg5	2018	fall	0	9	0	0	0
1496	stjernevann	stg6	2018	fall	0	1	1	0	0
1497	stjernevann	stg7	2018	fall	0	12	1	0	0
1498	stjernevann	stg8	2018	fall	0	0	3	0	0
1499	stjernevann	stg9	2018	fall	0	5	7	0	0
1500	stjernevann	stl1	2018	fall	0	0	5	0	0
1501	stjernevann	stl10	2018	fall	0	13	0	0	0
1502	stjernevann	stl11	2018	fall	0	5	0	0	0
1503	stjernevann	stl12	2018	fall	0	8	0	0	0
1504	stjernevann	stl13	2018	fall	0	10	0	0	0
1505	stjernevann	stl14	2018	fall	0	16	0	0	0
1506	stjernevann	stl2	2018	fall	1	1	0	0	0
1507	stjernevann	stl3	2018	fall	0	1	1	0	0
1508	stjernevann	stl4	2018	fall	2	5	1	0	0
1509	stjernevann	stl5	2018	fall	2	0	4	0	0
1510	stjernevann	stl6	2018	fall	1	0	4	0	0
1511	stjernevann	stl7	2018	fall	0	10	0	0	0
1512	stjernevann	stl8	2018	fall	0	11	0	0	0
1513	stjernevann	stl9	2018	fall	0	17	0	0	0
1514	vestre_jakobselv	vj1	2018	fall	0	7	0	0	0
