region	plot	year	season	Llem	Moec	Mruf	Mrut	rodsp
ifjordfjellet	ifl9	2008	fall	0	0	1	0	0
komagdalen	k1	2008	fall	0	0	0	0	0
komagdalen	k10	2008	fall	0	0	0	0	0
komagdalen	k11	2008	fall	0	0	0	0	0
komagdalen	k12	2008	fall	0	0	0	0	0
komagdalen	k13	2008	fall	0	0	0	0	0
komagdalen	k14	2008	fall	0	0	0	0	0
komagdalen	k2	2008	fall	0	0	0	0	0
komagdalen	k3	2008	fall	0	0	0	0	0
komagdalen	k4	2008	fall	0	0	0	0	0
komagdalen	k5	2008	fall	0	0	0	0	0
komagdalen	k6	2008	fall	0	0	0	0	0
komagdalen	k7	2008	fall	0	0	0	0	0
komagdalen	k8	2008	fall	0	0	0	0	0
komagdalen	k9	2008	fall	0	0	0	0	0
stjernevann	stg1	2008	fall	0	0	0	0	0
stjernevann	stg10	2008	fall	0	0	0	0	0
stjernevann	stg2	2008	fall	0	0	2	0	0
stjernevann	stg3	2008	fall	0	0	0	0	0
stjernevann	stg4	2008	fall	0	0	0	0	0
stjernevann	stg5	2008	fall	0	0	0	0	0
stjernevann	stg6	2008	fall	0	0	0	0	0
stjernevann	stg7	2008	fall	0	0	0	0	0
stjernevann	stg8	2008	fall	0	0	0	0	0
stjernevann	stg9	2008	fall	0	0	0	0	0
stjernevann	stl1	2008	fall	0	0	0	0	0
stjernevann	stl10	2008	fall	0	0	0	0	0
stjernevann	stl11	2008	fall	0	0	0	0	0
stjernevann	stl12	2008	fall	0	0	0	0	0
stjernevann	stl13	2008	fall	0	0	0	0	0
stjernevann	stl14	2008	fall	0	0	0	0	0
stjernevann	stl2	2008	fall	0	0	0	0	0
stjernevann	stl3	2008	fall	0	0	0	0	0
stjernevann	stl4	2008	fall	0	0	0	0	0
stjernevann	stl5	2008	fall	0	0	0	0	0
stjernevann	stl6	2008	fall	0	0	0	0	0
stjernevann	stl7	2008	fall	0	0	0	0	0
stjernevann	stl8	2008	fall	0	0	0	0	0
stjernevann	stl9	2008	fall	0	0	0	0	0
vestre_jakobselv	vj1	2008	fall	0	0	0	0	0
vestre_jakobselv	vj10	2008	fall	0	0	0	0	0
vestre_jakobselv	vj11	2008	fall	0	0	0	0	0
vestre_jakobselv	vj2	2008	fall	0	0	0	0	0
vestre_jakobselv	vj3	2008	fall	0	0	0	0	0
vestre_jakobselv	vj4	2008	fall	0	0	0	0	0
vestre_jakobselv	vj5	2008	fall	0	0	0	0	0
vestre_jakobselv	vj6	2008	fall	0	0	0	0	0
vestre_jakobselv	vj7	2008	fall	0	0	0	0	0
vestre_jakobselv	vj8	2008	fall	0	0	0	0	0
vestre_jakobselv	vj9	2008	fall	0	0	0	0	0
bekkarfjord	bfg1	2009	fall	0	0	0	0	0
bekkarfjord	bfg2	2009	fall	0	0	0	0	0
bekkarfjord	bfg3	2009	fall	0	0	0	0	0
bekkarfjord	bfg4	2009	fall	0	0	0	0	0
bekkarfjord	bfg5	2009	fall	0	0	1	0	0
bekkarfjord	bfg6	2009	fall	0	0	1	0	0
bekkarfjord	bfg7	2009	fall	0	0	0	0	0
bekkarfjord	bfg8	2009	fall	0	0	3	0	0
bekkarfjord	bfl10	2009	fall	0	0	0	0	0
bekkarfjord	bfl3	2009	fall	0	0	0	0	0
bekkarfjord	bfl4	2009	fall	0	0	0	0	0
bekkarfjord	bfl5	2009	fall	0	0	0	0	0
bekkarfjord	bfl6	2009	fall	0	0	1	0	0
bekkarfjord	bfl7	2009	fall	0	0	0	0	0
bekkarfjord	bfl8	2009	fall	0	0	1	0	0
bekkarfjord	bfl9	2009	fall	0	0	1	0	0
nordkynn	hog1	2009	fall	0	0	0	0	0
nordkynn	hog10	2009	fall	0	0	0	0	0
nordkynn	hog2	2009	fall	0	0	1	0	0
nordkynn	hog3	2009	fall	0	0	3	0	0
nordkynn	hog4	2009	fall	0	0	0	0	0
nordkynn	hog5	2009	fall	0	0	5	0	0
nordkynn	hog6	2009	fall	0	0	2	0	0
nordkynn	hog7	2009	fall	0	0	0	0	0
nordkynn	hog8	2009	fall	0	1	0	0	0
nordkynn	hog9	2009	fall	0	0	0	0	0
nordkynn	hol1	2009	fall	0	0	0	0	0
nordkynn	hol10	2009	fall	0	0	0	0	0
nordkynn	hol13	2009	fall	0	0	2	0	0
nordkynn	hol14	2009	fall	0	0	0	0	0
nordkynn	hol2	2009	fall	0	0	0	0	0
nordkynn	hol3	2009	fall	0	0	0	0	0
nordkynn	hol4	2009	fall	0	0	0	0	0
nordkynn	hol5	2009	fall	0	0	0	0	0
nordkynn	hol6	2009	fall	0	0	0	0	0
nordkynn	hol7	2009	fall	0	0	0	0	0
nordkynn	hol8	2009	fall	0	0	0	0	0
nordkynn	hol9	2009	fall	0	0	0	0	0
ifjordfjellet	ifg1	2009	fall	0	0	1	0	0
ifjordfjellet	ifg2	2009	fall	0	0	0	0	0
ifjordfjellet	ifg3	2009	fall	0	0	1	0	0
ifjordfjellet	ifg6	2009	fall	0	0	1	0	0
ifjordfjellet	ifg7	2009	fall	0	4	0	0	0
ifjordfjellet	ifg8	2009	fall	0	2	0	0	0
ifjordfjellet	ifl1	2009	fall	0	0	0	0	0
ifjordfjellet	ifl2	2009	fall	0	0	0	0	0
ifjordfjellet	ifl7	2009	fall	0	0	0	0	0
ifjordfjellet	ifl8	2009	fall	0	0	0	0	0
komagdalen	k1	2009	fall	0	0	0	0	0
komagdalen	k10	2009	fall	0	0	0	0	0
komagdalen	k11	2009	fall	0	0	0	0	0
komagdalen	k12	2009	fall	0	0	0	0	0
komagdalen	k13	2009	fall	0	0	0	0	0
komagdalen	k14	2009	fall	0	0	0	0	0
komagdalen	k2	2009	fall	0	0	0	0	0
komagdalen	k3	2009	fall	0	0	0	0	0
komagdalen	k4	2009	fall	0	0	0	0	0
komagdalen	k5	2009	fall	0	0	0	0	0
komagdalen	k6	2009	fall	0	0	0	0	0
komagdalen	k7	2009	fall	0	0	0	0	0
komagdalen	k8	2009	fall	0	0	0	0	0
komagdalen	k9	2009	fall	0	0	0	0	0
stjernevann	stg1	2009	fall	0	0	1	0	0
stjernevann	stg10	2009	fall	0	0	5	0	0
stjernevann	stg2	2009	fall	0	0	2	0	0
stjernevann	stg3	2009	fall	0	0	0	0	0
stjernevann	stg4	2009	fall	0	0	0	0	0
stjernevann	stg5	2009	fall	0	0	1	0	0
stjernevann	stg6	2009	fall	0	0	1	0	0
stjernevann	stg7	2009	fall	0	0	1	0	0
stjernevann	stg8	2009	fall	0	0	0	0	0
stjernevann	stg9	2009	fall	0	0	2	0	0
stjernevann	stl1	2009	fall	0	0	0	0	0
stjernevann	stl10	2009	fall	0	0	0	0	0
stjernevann	stl11	2009	fall	0	0	0	0	0
stjernevann	stl12	2009	fall	0	0	0	0	0
stjernevann	stl13	2009	fall	0	0	0	0	0
stjernevann	stl14	2009	fall	0	0	0	0	0
stjernevann	stl2	2009	fall	0	0	0	0	0
stjernevann	stl3	2009	fall	0	0	0	0	0
stjernevann	stl4	2009	fall	0	0	0	0	0
stjernevann	stl5	2009	fall	0	0	0	0	0
stjernevann	stl6	2009	fall	0	0	0	0	0
stjernevann	stl7	2009	fall	0	0	0	0	0
stjernevann	stl8	2009	fall	0	0	0	0	0
stjernevann	stl9	2009	fall	0	0	0	0	0
vestre_jakobselv	vj1	2009	fall	0	0	0	0	0
vestre_jakobselv	vj10	2009	fall	0	0	0	0	0
vestre_jakobselv	vj11	2009	fall	0	0	0	0	0
vestre_jakobselv	vj2	2009	fall	0	0	0	0	0
vestre_jakobselv	vj3	2009	fall	0	0	0	0	0
vestre_jakobselv	vj4	2009	fall	0	0	0	0	0
vestre_jakobselv	vj5	2009	fall	0	0	0	0	0
vestre_jakobselv	vj6	2009	fall	0	0	0	0	0
vestre_jakobselv	vj7	2009	fall	0	0	0	0	0
vestre_jakobselv	vj8	2009	fall	0	0	0	0	0
vestre_jakobselv	vj9	2009	fall	0	0	0	0	0
bekkarfjord	bfg1	2010	fall	0	0	1	0	0
bekkarfjord	bfg2	2010	fall	1	0	2	0	0
bekkarfjord	bfg3	2010	fall	0	3	2	0	0
bekkarfjord	bfg4	2010	fall	0	0	1	0	0
bekkarfjord	bfg5	2010	fall	0	5	1	0	0
bekkarfjord	bfg6	2010	fall	0	0	6	0	0
bekkarfjord	bfg7	2010	fall	0	0	3	0	0
bekkarfjord	bfg8	2010	fall	0	0	3	0	0
bekkarfjord	bfl10	2010	fall	0	0	14	0	0
bekkarfjord	bfl3	2010	fall	2	0	1	0	0
bekkarfjord	bfl4	2010	fall	0	0	3	0	0
bekkarfjord	bfl5	2010	fall	0	0	1	0	0
bekkarfjord	bfl6	2010	fall	0	0	4	0	0
bekkarfjord	bfl7	2010	fall	0	0	4	0	0
bekkarfjord	bfl8	2010	fall	0	0	6	0	0
bekkarfjord	bfl9	2010	fall	0	0	6	0	0
nordkynn	hog1	2010	fall	1	2	2	0	0
nordkynn	hog10	2010	fall	0	0	5	0	0
nordkynn	hog2	2010	fall	0	0	2	0	0
nordkynn	hog3	2010	fall	0	1	12	0	0
nordkynn	hog4	2010	fall	0	2	7	0	0
nordkynn	hog5	2010	fall	0	1	7	0	0
nordkynn	hog6	2010	fall	0	0	6	0	0
nordkynn	hog7	2010	fall	0	1	9	0	0
nordkynn	hog8	2010	fall	0	0	7	0	0
nordkynn	hog9	2010	fall	0	3	6	0	0
nordkynn	hol1	2010	fall	0	0	1	0	0
nordkynn	hol10	2010	fall	0	0	1	0	0
nordkynn	hol13	2010	fall	0	0	4	0	0
nordkynn	hol14	2010	fall	0	0	3	0	0
nordkynn	hol2	2010	fall	0	0	5	0	0
nordkynn	hol3	2010	fall	0	0	3	0	0
nordkynn	hol4	2010	fall	0	1	1	0	0
nordkynn	hol5	2010	fall	3	1	3	0	0
nordkynn	hol6	2010	fall	0	0	0	0	0
nordkynn	hol7	2010	fall	0	0	1	0	0
nordkynn	hol8	2010	fall	0	2	0	0	0
nordkynn	hol9	2010	fall	1	0	0	0	0
ifjordfjellet	ifg1	2010	fall	1	2	6	0	0
ifjordfjellet	ifg10	2010	fall	0	4	1	0	0
ifjordfjellet	ifg2	2010	fall	0	4	2	0	0
ifjordfjellet	ifg3	2010	fall	0	0	3	0	0
ifjordfjellet	ifg6	2010	fall	0	0	0	0	0
ifjordfjellet	ifg8	2010	fall	0	11	1	0	0
ifjordfjellet	ifg9	2010	fall	0	9	2	0	0
ifjordfjellet	ifl1	2010	fall	0	6	6	0	0
ifjordfjellet	ifl2	2010	fall	1	2	6	0	0
ifjordfjellet	ifl7	2010	fall	3	0	0	0	0
ifjordfjellet	ifl8	2010	fall	0	1	2	0	0
komagdalen	k1	2010	fall	0	5	0	0	0
komagdalen	k10	2010	fall	0	10	1	0	0
komagdalen	k11	2010	fall	0	6	2	0	0
komagdalen	k12	2010	fall	0	0	0	0	0
komagdalen	k13	2010	fall	0	2	2	0	0
komagdalen	k14	2010	fall	0	8	0	0	0
komagdalen	k2	2010	fall	0	6	0	0	0
komagdalen	k3	2010	fall	0	7	0	0	0
komagdalen	k4	2010	fall	1	10	0	0	0
komagdalen	k5	2010	fall	1	1	0	0	0
komagdalen	k6	2010	fall	0	4	2	0	0
komagdalen	k7	2010	fall	0	0	1	0	0
komagdalen	k8	2010	fall	0	8	0	0	0
komagdalen	k9	2010	fall	0	0	2	0	0
stjernevann	stg1	2010	fall	0	0	7	0	0
stjernevann	stg10	2010	fall	0	5	1	0	0
stjernevann	stg2	2010	fall	0	0	10	0	0
stjernevann	stg3	2010	fall	0	2	3	0	0
stjernevann	stg4	2010	fall	0	1	3	0	0
stjernevann	stg5	2010	fall	0	2	5	0	0
stjernevann	stg6	2010	fall	0	0	9	0	0
stjernevann	stg7	2010	fall	0	4	4	0	0
stjernevann	stg8	2010	fall	0	0	10	0	0
stjernevann	stg9	2010	fall	1	4	1	0	0
stjernevann	stl1	2010	fall	1	1	0	0	0
stjernevann	stl10	2010	fall	0	8	3	0	0
stjernevann	stl11	2010	fall	0	7	0	0	0
stjernevann	stl12	2010	fall	0	8	0	0	0
stjernevann	stl13	2010	fall	0	6	0	0	0
stjernevann	stl14	2010	fall	1	3	0	0	0
stjernevann	stl2	2010	fall	0	0	1	0	0
stjernevann	stl3	2010	fall	0	0	0	0	0
stjernevann	stl4	2010	fall	2	0	0	0	0
stjernevann	stl5	2010	fall	0	0	3	0	0
stjernevann	stl6	2010	fall	1	0	0	0	0
stjernevann	stl7	2010	fall	0	0	0	0	0
stjernevann	stl8	2010	fall	0	1	0	0	0
stjernevann	stl9	2010	fall	0	8	1	0	0
vestre_jakobselv	vj1	2010	fall	1	1	0	0	0
vestre_jakobselv	vj10	2010	fall	1	2	0	0	0
vestre_jakobselv	vj11	2010	fall	0	6	0	0	0
vestre_jakobselv	vj2	2010	fall	1	4	0	0	0
vestre_jakobselv	vj3	2010	fall	1	4	2	1	0
vestre_jakobselv	vj4	2010	fall	1	4	0	1	0
vestre_jakobselv	vj5	2010	fall	1	16	0	0	0
vestre_jakobselv	vj6	2010	fall	1	3	1	0	0
vestre_jakobselv	vj7	2010	fall	0	6	0	0	0
vestre_jakobselv	vj8	2010	fall	0	10	0	1	0
vestre_jakobselv	vj9	2010	fall	0	6	0	1	0
bekkarfjord	bfg1	2011	fall	2	0	4	0	0
bekkarfjord	bfg2	2011	fall	2	0	13	0	0
bekkarfjord	bfg3	2011	fall	3	1	8	0	0
bekkarfjord	bfg4	2011	fall	4	0	3	0	0
bekkarfjord	bfg5	2011	fall	1	0	6	0	0
bekkarfjord	bfg6	2011	fall	4	0	18	0	0
bekkarfjord	bfg7	2011	fall	2	0	10	0	0
bekkarfjord	bfg8	2011	fall	2	0	15	0	0
bekkarfjord	bfl10	2011	fall	1	0	13	0	0
bekkarfjord	bfl3	2011	fall	0	0	9	0	0
bekkarfjord	bfl4	2011	fall	5	0	6	0	0
bekkarfjord	bfl5	2011	fall	1	0	19	0	0
bekkarfjord	bfl6	2011	fall	0	0	11	0	0
bekkarfjord	bfl7	2011	fall	0	0	14	0	0
bekkarfjord	bfl8	2011	fall	3	0	8	0	0
bekkarfjord	bfl9	2011	fall	1	0	16	0	0
nordkynn	hog1	2011	fall	1	0	8	0	0
nordkynn	hog10	2011	fall	0	0	11	0	0
nordkynn	hog2	2011	fall	1	0	9	0	0
nordkynn	hog3	2011	fall	0	0	12	0	0
nordkynn	hog4	2011	fall	0	11	2	0	0
nordkynn	hog5	2011	fall	0	2	11	0	0
nordkynn	hog6	2011	fall	0	0	5	0	0
nordkynn	hog7	2011	fall	0	0	4	0	0
nordkynn	hog8	2011	fall	1	0	8	0	0
nordkynn	hog9	2011	fall	2	0	6	0	0
nordkynn	hol1	2011	fall	1	1	9	0	0
nordkynn	hol10	2011	fall	0	1	4	0	0
nordkynn	hol13	2011	fall	1	7	4	0	0
nordkynn	hol14	2011	fall	1	0	3	0	0
nordkynn	hol2	2011	fall	2	0	10	0	0
nordkynn	hol3	2011	fall	3	0	5	0	0
nordkynn	hol4	2011	fall	0	5	3	0	0
nordkynn	hol5	2011	fall	9	0	1	0	0
nordkynn	hol6	2011	fall	3	5	6	0	0
nordkynn	hol7	2011	fall	1	1	7	0	0
nordkynn	hol8	2011	fall	3	0	7	0	0
nordkynn	hol9	2011	fall	1	1	4	0	0
ifjordfjellet	ifg1	2011	fall	2	3	14	0	0
ifjordfjellet	ifg10	2011	fall	2	0	14	0	0
ifjordfjellet	ifg2	2011	fall	1	2	12	0	0
ifjordfjellet	ifg3	2011	fall	2	5	10	0	0
ifjordfjellet	ifg6	2011	fall	0	0	0	0	0
ifjordfjellet	ifg8	2011	fall	1	5	6	0	0
ifjordfjellet	ifg9	2011	fall	0	12	2	0	0
ifjordfjellet	ifl1	2011	fall	0	12	0	0	0
ifjordfjellet	ifl2	2011	fall	5	6	6	0	0
ifjordfjellet	ifl7	2011	fall	3	4	6	0	0
ifjordfjellet	ifl8	2011	fall	3	5	3	0	0
komagdalen	k1	2011	fall	0	10	0	0	0
komagdalen	k10	2011	fall	1	6	6	0	0
komagdalen	k11	2011	fall	3	4	3	0	0
komagdalen	k12	2011	fall	2	6	0	0	0
komagdalen	k13	2011	fall	2	1	4	0	0
komagdalen	k14	2011	fall	0	6	0	0	0
komagdalen	k2	2011	fall	0	9	0	0	0
komagdalen	k3	2011	fall	0	7	0	0	0
komagdalen	k4	2011	fall	0	10	0	0	0
komagdalen	k5	2011	fall	2	9	1	0	0
komagdalen	k6	2011	fall	2	9	1	0	1
komagdalen	k7	2011	fall	0	9	0	0	0
komagdalen	k8	2011	fall	0	6	3	0	0
komagdalen	k9	2011	fall	2	2	8	0	1
stjernevann	stg1	2011	fall	0	0	10	0	0
stjernevann	stg10	2011	fall	2	4	3	0	0
stjernevann	stg2	2011	fall	0	0	14	0	0
stjernevann	stg3	2011	fall	0	1	5	0	0
stjernevann	stg4	2011	fall	0	3	6	0	0
stjernevann	stg5	2011	fall	3	7	0	0	0
stjernevann	stg6	2011	fall	3	3	3	0	0
stjernevann	stg7	2011	fall	1	4	5	0	0
stjernevann	stg8	2011	fall	0	4	15	0	0
stjernevann	stg9	2011	fall	2	4	2	0	0
stjernevann	stl1	2011	fall	8	0	0	0	0
stjernevann	stl10	2011	fall	0	8	1	0	0
stjernevann	stl11	2011	fall	0	12	0	0	0
stjernevann	stl12	2011	fall	1	9	0	1	0
stjernevann	stl13	2011	fall	0	7	0	0	0
stjernevann	stl14	2011	fall	1	9	0	0	0
stjernevann	stl2	2011	fall	4	1	0	0	0
stjernevann	stl3	2011	fall	8	0	0	0	0
stjernevann	stl4	2011	fall	3	0	0	0	0
stjernevann	stl5	2011	fall	1	3	2	0	0
stjernevann	stl6	2011	fall	3	0	2	0	0
stjernevann	stl7	2011	fall	2	1	0	0	0
stjernevann	stl8	2011	fall	1	3	0	0	0
stjernevann	stl9	2011	fall	0	11	1	0	0
vestre_jakobselv	vj1	2011	fall	0	9	0	0	0
vestre_jakobselv	vj10	2011	fall	2	11	0	0	0
vestre_jakobselv	vj11	2011	fall	0	3	0	0	0
vestre_jakobselv	vj2	2011	fall	1	3	0	0	0
vestre_jakobselv	vj3	2011	fall	2	4	2	0	0
vestre_jakobselv	vj4	2011	fall	4	3	1	2	0
vestre_jakobselv	vj5	2011	fall	1	0	0	0	0
vestre_jakobselv	vj6	2011	fall	1	6	0	1	0
vestre_jakobselv	vj7	2011	fall	0	6	0	0	0
vestre_jakobselv	vj8	2011	fall	1	7	0	0	0
vestre_jakobselv	vj9	2011	fall	2	8	0	0	0
bekkarfjord	bfg1	2012	fall	0	0	0	0	0
bekkarfjord	bfg2	2012	fall	0	0	4	0	0
bekkarfjord	bfg3	2012	fall	0	0	1	0	0
bekkarfjord	bfg4	2012	fall	0	0	0	0	0
bekkarfjord	bfg5	2012	fall	0	0	5	0	0
bekkarfjord	bfg6	2012	fall	0	0	0	0	0
bekkarfjord	bfg7	2012	fall	0	0	0	0	0
bekkarfjord	bfg8	2012	fall	0	0	0	0	0
bekkarfjord	bfl10	2012	fall	0	0	0	0	0
bekkarfjord	bfl3	2012	fall	0	0	1	0	0
bekkarfjord	bfl4	2012	fall	0	0	2	0	0
bekkarfjord	bfl5	2012	fall	0	0	4	0	0
bekkarfjord	bfl6	2012	fall	0	0	0	0	0
bekkarfjord	bfl7	2012	fall	0	0	4	0	0
bekkarfjord	bfl8	2012	fall	0	0	3	0	0
bekkarfjord	bfl9	2012	fall	0	0	2	0	0
nordkynn	hog1	2012	fall	0	0	2	0	0
nordkynn	hog10	2012	fall	0	0	0	0	0
nordkynn	hog2	2012	fall	0	0	4	0	0
nordkynn	hog3	2012	fall	0	0	8	0	0
nordkynn	hog4	2012	fall	0	0	6	0	0
nordkynn	hog5	2012	fall	0	0	5	0	0
nordkynn	hog6	2012	fall	0	0	0	0	0
nordkynn	hog7	2012	fall	0	0	0	0	0
nordkynn	hog8	2012	fall	0	0	0	0	0
nordkynn	hog9	2012	fall	0	0	0	0	0
nordkynn	hol1	2012	fall	0	1	4	0	0
nordkynn	hol10	2012	fall	0	0	0	0	0
nordkynn	hol13	2012	fall	0	0	3	0	0
nordkynn	hol14	2012	fall	0	0	1	0	0
nordkynn	hol2	2012	fall	0	0	3	0	0
nordkynn	hol3	2012	fall	0	0	2	0	0
nordkynn	hol4	2012	fall	0	1	1	0	0
nordkynn	hol5	2012	fall	0	0	5	0	0
nordkynn	hol6	2012	fall	0	0	0	0	0
nordkynn	hol7	2012	fall	0	0	1	0	0
nordkynn	hol8	2012	fall	0	0	2	0	0
nordkynn	hol9	2012	fall	0	0	0	0	0
ifjordfjellet	ifg1	2012	fall	0	0	3	0	0
ifjordfjellet	ifg10	2012	fall	0	0	0	0	0
ifjordfjellet	ifg2	2012	fall	0	0	4	0	0
ifjordfjellet	ifg3	2012	fall	0	0	6	0	0
ifjordfjellet	ifg6	2012	fall	0	2	2	0	0
ifjordfjellet	ifg8	2012	fall	0	1	1	0	0
ifjordfjellet	ifg9	2012	fall	0	0	2	0	0
ifjordfjellet	ifl1	2012	fall	0	0	1	0	0
ifjordfjellet	ifl2	2012	fall	0	0	0	0	0
ifjordfjellet	ifl7	2012	fall	0	4	1	0	0
ifjordfjellet	ifl8	2012	fall	0	3	0	0	0
komagdalen	k1	2012	fall	0	5	0	0	0
komagdalen	k10	2012	fall	0	0	6	0	0
komagdalen	k11	2012	fall	0	1	3	0	0
komagdalen	k12	2012	fall	0	0	5	0	0
komagdalen	k13	2012	fall	0	1	1	0	0
komagdalen	k14	2012	fall	0	0	4	0	0
komagdalen	k2	2012	fall	0	7	1	0	0
komagdalen	k3	2012	fall	0	1	1	0	0
komagdalen	k4	2012	fall	0	3	2	0	0
komagdalen	k5	2012	fall	0	1	3	0	0
komagdalen	k6	2012	fall	0	1	0	0	0
komagdalen	k7	2012	fall	0	1	0	0	0
komagdalen	k8	2012	fall	0	3	0	0	0
komagdalen	k9	2012	fall	0	0	8	0	0
stjernevann	stg1	2012	fall	0	0	2	0	0
stjernevann	stg10	2012	fall	0	0	3	0	0
stjernevann	stg2	2012	fall	0	0	13	0	0
stjernevann	stg3	2012	fall	0	0	3	0	0
stjernevann	stg4	2012	fall	0	0	4	0	0
stjernevann	stg5	2012	fall	0	0	4	0	0
stjernevann	stg6	2012	fall	0	0	5	0	0
stjernevann	stg7	2012	fall	0	0	0	0	0
stjernevann	stg8	2012	fall	0	0	0	0	0
stjernevann	stg9	2012	fall	0	0	3	0	0
stjernevann	stl1	2012	fall	0	0	1	0	0
stjernevann	stl10	2012	fall	0	1	1	0	0
stjernevann	stl11	2012	fall	0	0	0	0	0
stjernevann	stl12	2012	fall	0	1	0	0	0
stjernevann	stl13	2012	fall	0	2	0	0	0
stjernevann	stl14	2012	fall	0	4	0	0	0
stjernevann	stl2	2012	fall	0	0	0	0	0
stjernevann	stl3	2012	fall	0	0	1	0	0
stjernevann	stl4	2012	fall	0	0	0	0	0
stjernevann	stl5	2012	fall	0	0	0	0	0
stjernevann	stl6	2012	fall	0	0	3	0	0
stjernevann	stl7	2012	fall	0	0	0	0	0
stjernevann	stl8	2012	fall	0	0	0	0	0
stjernevann	stl9	2012	fall	0	0	1	0	0
vestre_jakobselv	vj1	2012	fall	0	0	0	0	0
vestre_jakobselv	vj10	2012	fall	0	0	2	0	0
vestre_jakobselv	vj11	2012	fall	0	0	0	0	0
vestre_jakobselv	vj2	2012	fall	0	0	0	0	0
vestre_jakobselv	vj3	2012	fall	0	0	0	0	0
vestre_jakobselv	vj4	2012	fall	0	0	1	0	0
vestre_jakobselv	vj5	2012	fall	0	0	1	1	0
vestre_jakobselv	vj6	2012	fall	0	0	2	0	0
vestre_jakobselv	vj7	2012	fall	0	0	0	0	0
vestre_jakobselv	vj8	2012	fall	0	0	0	0	0
vestre_jakobselv	vj9	2012	fall	0	2	0	0	0
bekkarfjord	bfg1	2013	fall	0	0	0	0	0
bekkarfjord	bfg2	2013	fall	0	0	0	0	0
bekkarfjord	bfg3	2013	fall	0	0	0	0	0
bekkarfjord	bfg4	2013	fall	0	0	0	0	0
bekkarfjord	bfg5	2013	fall	0	0	0	0	0
bekkarfjord	bfg6	2013	fall	0	0	3	0	0
bekkarfjord	bfg7	2013	fall	0	0	1	0	0
bekkarfjord	bfg8	2013	fall	0	0	2	0	0
bekkarfjord	bfl10	2013	fall	0	0	2	0	0
bekkarfjord	bfl3	2013	fall	0	0	3	0	0
bekkarfjord	bfl4	2013	fall	0	0	0	0	0
bekkarfjord	bfl5	2013	fall	0	0	1	0	0
bekkarfjord	bfl6	2013	fall	0	0	0	0	0
bekkarfjord	bfl7	2013	fall	0	0	1	0	0
bekkarfjord	bfl8	2013	fall	0	0	2	0	0
bekkarfjord	bfl9	2013	fall	0	0	1	0	0
nordkynn	hog1	2013	fall	0	0	2	0	0
nordkynn	hog10	2013	fall	0	0	0	0	0
nordkynn	hog2	2013	fall	0	0	2	0	0
nordkynn	hog3	2013	fall	0	0	4	0	0
nordkynn	hog4	2013	fall	0	0	7	0	0
nordkynn	hog5	2013	fall	0	0	7	0	0
nordkynn	hog6	2013	fall	0	0	0	0	0
nordkynn	hog7	2013	fall	0	0	0	0	0
nordkynn	hog8	2013	fall	0	0	2	0	0
nordkynn	hog9	2013	fall	0	0	2	0	0
nordkynn	hol1	2013	fall	0	0	0	0	0
nordkynn	hol10	2013	fall	0	0	1	0	0
nordkynn	hol13	2013	fall	0	0	0	0	0
nordkynn	hol14	2013	fall	0	0	0	0	0
nordkynn	hol2	2013	fall	0	0	1	0	0
nordkynn	hol3	2013	fall	0	0	0	0	0
nordkynn	hol4	2013	fall	0	0	1	0	0
nordkynn	hol5	2013	fall	0	0	0	0	0
nordkynn	hol6	2013	fall	0	0	1	0	0
nordkynn	hol7	2013	fall	0	0	2	0	0
nordkynn	hol8	2013	fall	0	0	0	0	0
nordkynn	hol9	2013	fall	0	0	0	0	0
ifjordfjellet	ifg1	2013	fall	0	0	2	0	0
ifjordfjellet	ifg10	2013	fall	0	0	0	0	0
ifjordfjellet	ifg2	2013	fall	0	0	3	0	0
ifjordfjellet	ifg3	2013	fall	0	0	0	0	0
ifjordfjellet	ifg6b	2013	fall	0	0	0	0	0
ifjordfjellet	ifg8	2013	fall	0	2	1	0	0
ifjordfjellet	ifl1	2013	fall	0	3	0	0	0
ifjordfjellet	ifl2b	2013	fall	0	6	0	0	0
ifjordfjellet	ifl7	2013	fall	0	0	1	0	0
ifjordfjellet	ifl8	2013	fall	0	0	0	0	0
komagdalen	k1	2013	fall	0	1	1	0	0
komagdalen	k10	2013	fall	0	0	7	0	0
komagdalen	k11	2013	fall	0	1	4	0	0
komagdalen	k12	2013	fall	0	2	1	0	0
komagdalen	k13	2013	fall	0	0	0	0	0
komagdalen	k14	2013	fall	0	0	1	0	0
komagdalen	k2	2013	fall	0	2	0	0	0
komagdalen	k3	2013	fall	0	3	0	0	0
komagdalen	k4	2013	fall	0	2	1	0	0
komagdalen	k5	2013	fall	0	1	5	0	0
komagdalen	k6	2013	fall	0	0	1	0	0
komagdalen	k7	2013	fall	0	1	0	0	0
komagdalen	k8	2013	fall	0	1	0	0	0
komagdalen	k9	2013	fall	0	0	8	0	0
stjernevann	stg1	2013	fall	0	0	0	0	0
stjernevann	stg10	2013	fall	0	0	2	0	0
stjernevann	stg2	2013	fall	0	0	7	0	0
stjernevann	stg3	2013	fall	0	0	1	0	0
stjernevann	stg4	2013	fall	0	4	4	0	0
stjernevann	stg5	2013	fall	0	0	8	0	0
stjernevann	stg6	2013	fall	0	0	3	0	0
stjernevann	stg7	2013	fall	0	0	6	0	0
stjernevann	stg8	2013	fall	0	0	6	0	0
stjernevann	stg9	2013	fall	0	0	2	0	0
stjernevann	stl1	2013	fall	0	0	1	0	0
